OGLE-LMC-DSCT-0119 20.288 20.752 0.084399454 0.000000087 2171.88797 0.289 0.452 3.475  
OGLE-LMC-DSCT-0120 20.373 20.994 0.093529885 0.000000192 2165.82278 0.282 0.348 3.774  
OGLE-LMC-DSCT-0121 20.331 20.884 0.095022685 0.000000257 2183.78385 0.238 0.418 4.680  
OGLE-LMC-DSCT-0122 20.926 21.456 0.074720901 0.000000128 2171.82723 0.554 0.218 4.883  
OGLE-LMC-DSCT-0123 16.849 17.348 0.051577978 0.000000014 2171.87432 0.059 0.222 3.990  
OGLE-LMC-DSCT-0124 19.683 20.159 0.082502816 0.000000061 2171.88681 0.263 0.306 3.989  
OGLE-LMC-DSCT-0125 20.337 20.906 0.098631399 0.000000099 2171.83853 0.369 0.431 4.278  
OGLE-LMC-DSCT-0126 19.321 19.960 0.146544081 0.000000412 2183.86584 0.096 0.100 5.201  
OGLE-LMC-DSCT-0127 18.346 18.470 0.199924802 0.000000889 2166.82836 0.037 0.277 5.908  
OGLE-LMC-DSCT-0128 20.291 20.721 0.075804842 0.000000090 2165.82324 0.260 0.392 4.285  
OGLE-LMC-DSCT-0129 18.668 18.663 0.229705486 0.000001447 2171.79458 0.054 0.300 1.589  
OGLE-LMC-DSCT-0130 20.525 20.736 0.156914779 0.000000874 2171.80088 0.181 0.142 1.731  
OGLE-LMC-DSCT-0131 19.544 20.076 0.128549954 0.000000168 2166.77153 0.188 0.276 3.276  
OGLE-LMC-DSCT-0132 19.886 20.346 0.102118542 0.000000197 2171.83440 0.205 0.273 4.846  
OGLE-LMC-DSCT-0133 20.574 21.142 0.052711509 0.000000065 2171.86359 0.286 0.322 4.616  
OGLE-LMC-DSCT-0134 20.425 20.905 0.080684770 0.000000146 2165.85665 0.254 0.254 3.884  
OGLE-LMC-DSCT-0135 21.039 21.667 0.045496007 0.000000058 2171.90719 0.364 0.137 4.473  
OGLE-LMC-DSCT-0136 19.781 20.281 0.107671216 0.000000132 2171.88554 0.251 0.277 4.563  
OGLE-LMC-DSCT-0137 20.594 21.049 0.050803677 0.000000043 2171.87357 0.202 0.337 1.249  
OGLE-LMC-DSCT-0138 20.455 20.827 0.086216048 0.000000148 2171.81412 0.262 0.455 3.701  
OGLE-LMC-DSCT-0139 20.351 20.893 0.090033292 0.000000115 2171.84137 0.219 0.674 5.092  
OGLE-LMC-DSCT-0140 19.474 20.008 0.136750060 0.000000257 2171.79609 0.194 0.224 4.519  
OGLE-LMC-DSCT-0141 20.086 20.470 0.084143614 0.000000172 2171.81952 0.196 0.074 4.508  
OGLE-LMC-DSCT-0142 19.156 19.745 0.154972818 0.000000267 2171.78252 0.144 0.292 4.375  
OGLE-LMC-DSCT-0143 20.634 21.005 0.062907714 0.000000100 2171.89231 0.281 0.221 4.975  
OGLE-LMC-DSCT-0144 19.183 19.544 0.207002512 0.000001074 2171.87433 0.080 0.163 2.170  
OGLE-LMC-DSCT-0145 20.498 20.962 0.064209393 0.000000054 2171.88555 0.334 0.415 3.859  
OGLE-LMC-DSCT-0146 20.380 20.798 0.062163744 0.000000056 2171.87990 0.345 0.339 4.024  
OGLE-LMC-DSCT-0147 20.665 21.187 0.084121736 0.000000146 2166.76088 0.369 0.293 4.487  
OGLE-LMC-DSCT-0148 19.662 20.283 0.128793690 0.000000311 2171.87482 0.181 0.099 5.665  
OGLE-LMC-DSCT-0149 19.583 19.992 0.116116320 0.000000267 2171.84988 0.160 0.169 3.928  
OGLE-LMC-DSCT-0150 17.355    -   0.199449573 0.000001154 2171.73273 0.587 0.420 0.608  
OGLE-LMC-DSCT-0151 19.565 20.020 0.102967478 0.000000231 2171.79859 0.131 0.292 4.575  
OGLE-LMC-DSCT-0152 20.307 21.293 0.063177232 0.000000130 2165.83003 0.163 0.188 3.302  
OGLE-LMC-DSCT-0153 20.189 21.154 0.075640937 0.000000164 2171.85701 0.158 0.270 6.250  
OGLE-LMC-DSCT-0155 20.386 20.830 0.092982282 0.000000191 2166.80237 0.251 0.301 4.467  
OGLE-LMC-DSCT-0156 19.820 20.442 0.102401735 0.000000270 2171.87531 0.122 0.107 4.074  
OGLE-LMC-DSCT-0157 19.974 20.463 0.091812173 0.000000155 2166.82458 0.231 0.216 4.510  
OGLE-LMC-DSCT-0158 20.423 20.822 0.068079513 0.000000095 2171.88587 0.275 0.338 3.666  
OGLE-LMC-DSCT-0159 20.572 20.915 0.134292951 0.000000606 2171.77510 0.189 0.181 1.462  
OGLE-LMC-DSCT-0160 19.713 19.949 0.055134453 0.000000101 2166.82504 0.100 0.208 3.500  
OGLE-LMC-DSCT-0161 19.457 20.408 0.045401556 0.000000011 2171.85356 0.059 0.486 1.495  
OGLE-LMC-DSCT-0162 19.308 19.744 0.101709056 0.000000083 2171.88283 0.226 0.386 4.033  
OGLE-LMC-DSCT-0163 20.205 20.643 0.102338327 0.000000133 2171.82772 0.208 0.824 4.280  
OGLE-LMC-DSCT-0164 20.844 22.005 0.059944169 0.000000129 2166.82376 0.292 0.053 1.931  
OGLE-LMC-DSCT-0165 20.236 20.643 0.060252287 0.000000019 2171.83878 0.231 0.444 4.476  
OGLE-LMC-DSCT-0166 20.700 21.019 0.073238828 0.000000083 2165.83529 0.278 0.431 4.012  
OGLE-LMC-DSCT-0167 19.955 20.339 0.085312357 0.000000116 2171.86245 0.260 0.257 4.135  
OGLE-LMC-DSCT-0168 20.259 20.687 0.075979987 0.000000131 2165.89015 0.171 0.241 5.171  
OGLE-LMC-DSCT-0169 19.987 20.542 0.091347733 0.000000282 2166.78482 0.148 0.150 3.792  
OGLE-LMC-DSCT-0170 21.002 21.313 0.042939004 0.000000031 2171.89503 0.280 0.193 4.809  
OGLE-LMC-DSCT-0171 19.937 20.384 0.106842767 0.000000308 2166.78195 0.165 0.047 3.103  
OGLE-LMC-DSCT-0172 20.791 21.233 0.052730002 0.000000058 2165.87985 0.401 0.293 3.824  
OGLE-LMC-DSCT-0173 20.206 20.669 0.109426041 0.000000172 2171.84498 0.193 0.636 3.828  
OGLE-LMC-DSCT-0174 18.706 19.128 0.169335423 0.000000242 2171.83365 0.143 0.156 4.616  
OGLE-LMC-DSCT-0175 20.713 21.087 0.088813416 0.000000185 2166.75045 0.388 0.156 4.218  
OGLE-LMC-DSCT-0176 19.677 20.139 0.113715932 0.000000150 2166.73338 0.206 0.339 4.028  
OGLE-LMC-DSCT-0177 20.167 20.500 0.078140969 0.000000139 2165.88342 0.154 0.260 3.916  
OGLE-LMC-DSCT-0178 19.701 20.032 0.084301908 0.000000086 2171.87544 0.186 0.532 3.439  
OGLE-LMC-DSCT-0179 19.249 19.696 0.139432971 0.000000142 2171.80141 0.243 0.309 4.016  
OGLE-LMC-DSCT-0180 20.064 20.654 0.091037759 0.000000217 2165.90415 0.181 0.106 4.192  
OGLE-LMC-DSCT-0181 20.197 20.611 0.079816448 0.000000146 2171.88923 0.211 0.337 4.063  
OGLE-LMC-DSCT-0184 20.527 20.869 0.060111810 0.000000057 2165.88309 0.209 0.463 2.593  
OGLE-LMC-DSCT-0185 20.042 20.377 0.065371870 0.000000052 2171.88996 0.246 0.450 3.907  
OGLE-LMC-DSCT-0186 21.025 21.612 0.084857109 0.000000271 2165.85999 0.360 0.137 5.103  
OGLE-LMC-DSCT-0188 19.474 19.954 0.143479860 0.000000467 2165.90084 0.120 0.060 1.992  
OGLE-LMC-DSCT-0189 20.936 21.356 0.058421725 0.000000049 2171.89056 0.481 0.367 3.319  
OGLE-LMC-DSCT-0190 20.005 20.368 0.076846893 0.000000029 2171.83926 0.146 0.172 5.664  
OGLE-LMC-DSCT-0191 17.433 18.201 0.211035950 0.000000489 2165.80236 0.031 0.240 5.534  
OGLE-LMC-DSCT-0192 20.231 20.662 0.071559568 0.000000118 2165.86128 0.141 0.156 3.806  
OGLE-LMC-DSCT-0193 20.740 20.902 0.080000963 0.000000109 2166.78153 0.401 0.410 3.690  
OGLE-LMC-DSCT-0194 18.212 18.310 0.233446071 0.000000873 2166.75031 0.035 0.458 5.689  
OGLE-LMC-DSCT-0195 19.699 20.586 0.061180609 0.000000047 2166.77326 0.157 0.464 3.853  
OGLE-LMC-DSCT-0196 20.544 20.912 0.079663445 0.000000180 2165.90159 0.264 0.430 4.931  
OGLE-LMC-DSCT-0197 20.169 20.696 0.082032825 0.000000197 2165.81860 0.166 0.152 0.549  
OGLE-LMC-DSCT-0198 19.318 19.876 0.076902617 0.000000141 2165.89844 0.090 0.147 4.042  
OGLE-LMC-DSCT-0199 19.794 20.499 0.072295552 0.000000143 2165.87666 0.127 0.304 5.413  
OGLE-LMC-DSCT-0200 19.478 20.095 0.146262010 0.000000412 2166.78948 0.139 0.097 6.160  
OGLE-LMC-DSCT-0201 20.650 21.142 0.073765209 0.000000123 2166.78495 0.344 0.158 3.764  
OGLE-LMC-DSCT-0202 19.536 19.991 0.096307377 0.000000190 2166.81091 0.145 0.334 3.790  
OGLE-LMC-DSCT-0203 20.108 20.692 0.125121481 0.000000260 2166.82059 0.262 0.162 3.883  
OGLE-LMC-DSCT-0204 20.400 20.769 0.079497737 0.000000152 2165.86293 0.245 0.315 5.398  
OGLE-LMC-DSCT-0205 19.993 20.483 0.085288686 0.000000094 2165.84221 0.205 0.267 4.408  
OGLE-LMC-DSCT-0206 19.161 19.291 0.211932330 0.000000555 2166.68887 0.119 0.212 0.407  
OGLE-LMC-DSCT-0207 20.115 20.555 0.083259208 0.000000198 2165.82405 0.152 0.258 1.853  
OGLE-LMC-DSCT-0208 20.075    -   0.044875685 0.000000090 2166.78674 0.444 0.327 5.892  
OGLE-LMC-DSCT-0209 20.982 21.772 0.122313920 0.000000514 2166.74489 0.382 0.119 0.945  
OGLE-LMC-DSCT-0210 19.466 19.958 0.101320430 0.000000344 2165.81984 0.081 0.327 3.724  
OGLE-LMC-DSCT-0211 19.916 20.380 0.095528712 0.000000162 2166.83231 0.191 0.303 4.314  
OGLE-LMC-DSCT-0212 19.795 20.276 0.125885592 0.000000362 2166.76462 0.125 0.234 4.181  
OGLE-LMC-DSCT-0213 20.495 20.896 0.075299047 0.000000068 2165.87184 0.334 0.409 3.962  
OGLE-LMC-DSCT-0214 19.327 19.362 0.209269796 0.000000666 2165.70088 0.153 0.157 0.390  
OGLE-LMC-DSCT-0215 20.351 20.734 0.066293949 0.000000133 2165.87530 0.183 0.264 1.232  
OGLE-LMC-DSCT-0216 17.352 18.083 0.196698060 0.000000697 2166.64874 0.023 0.034 0.717  
OGLE-LMC-DSCT-0217 20.168 20.460 0.042607650 0.000000062 2165.87349 0.145 0.609 1.185  
OGLE-LMC-DSCT-0218 20.322 20.848 0.076483713 0.000000087 2166.74680 0.230 0.338 3.063  
OGLE-LMC-DSCT-0219 19.265 19.791 0.237820376 0.000001160 2166.62028 0.100 0.088 1.548  
OGLE-LMC-DSCT-0220 19.412 19.919 0.136427795 0.000000182 2165.81011 0.217 0.141 3.850  
OGLE-LMC-DSCT-0221 21.026 21.791 0.043328821 0.000000060 2166.80068 0.391 0.262 4.735  
OGLE-LMC-DSCT-0222 19.683 20.097 0.120896926 0.000000293 2165.88242 0.143 0.245 4.567  
OGLE-LMC-DSCT-0223 20.324 20.660 0.100737743 0.000000159 2165.89963 0.335 0.228 4.474  
OGLE-LMC-DSCT-0224 19.805 20.135 0.068893567 0.000000057 2166.78292 0.223 0.488 4.220  
OGLE-LMC-DSCT-0225 18.948 19.965 0.054447771 0.000000088 2165.86469 0.047 0.114 0.965  
OGLE-LMC-DSCT-0226 20.085 20.464 0.086624848 0.000000187 2166.77166 0.205 0.213 3.889  
OGLE-LMC-DSCT-0227 19.030 19.195 0.075534203 0.000000155 2165.83555 0.069 0.299 3.185  
OGLE-LMC-DSCT-0228 20.390 20.683 0.080853424 0.000000082 2166.75468 0.356 0.524 4.145  
OGLE-LMC-DSCT-0229 19.861 20.242 0.056536450 0.000000122 2165.90240 0.091 0.510 4.871  
OGLE-LMC-DSCT-0230 20.201 20.318 0.043490605 0.000000068 2165.90306 0.174 0.187 1.885  
OGLE-LMC-DSCT-0231 18.730 19.771 0.055414433 0.000000114 2165.86744 0.035 0.260 6.127  
OGLE-LMC-DSCT-0232 20.258 20.659 0.069990646 0.000000079 2166.83384 0.309 0.328 3.707  
OGLE-LMC-DSCT-0233 20.003 20.396 0.085051357 0.000000116 2166.80505 0.249 0.113 5.407  
OGLE-LMC-DSCT-0234 19.831 20.351 0.070787091 0.000000112 2165.85309 0.169 0.320 4.522  
OGLE-LMC-DSCT-0235 19.585 20.066 0.091470615 0.000000099 2165.85155 0.154 0.498 3.880  
OGLE-LMC-DSCT-0236 20.228 20.666 0.068628926 0.000000096 2165.89480 0.236 0.278 3.288  
OGLE-LMC-DSCT-0237 20.803 20.984 0.092478583 0.000000271 2166.82357 0.297 0.100 4.757  
OGLE-LMC-DSCT-0238 20.937 21.477 0.056331892 0.000000059 2165.90339 0.288 0.474 0.611  
OGLE-LMC-DSCT-0239 19.934 20.406 0.076327226 0.000000168 2165.84043 0.131 0.221 4.407  
OGLE-LMC-DSCT-0240 20.382 20.947 0.082999897 0.000000171 2165.82459 0.235 0.311 3.350  
OGLE-LMC-DSCT-0241 19.393    -   0.199673275 0.000001108 2166.72488 0.562 0.374 1.101  
OGLE-LMC-DSCT-0242 20.122 20.494 0.083080164 0.000000144 2166.76962 0.264 0.235 4.217  
OGLE-LMC-DSCT-0243 20.293 20.640 0.065312646 0.000000076 2166.82835 0.319 0.220 4.425  
OGLE-LMC-DSCT-0244 21.040 21.718 0.043112663 0.000000065 2165.88103 0.454 0.193 0.421  
OGLE-LMC-DSCT-0245 20.305 20.649 0.088136427 0.000000080 2166.77507 0.279 0.416 4.051  
OGLE-LMC-DSCT-0246 20.125 20.664 0.084577818 0.000000101 2166.79218 0.191 0.578 3.418  
OGLE-LMC-DSCT-0247 20.504 20.905 0.081714167 0.000000183 2166.75811 0.235 0.335 4.276  
OGLE-LMC-DSCT-0248 19.242 19.692 0.149828159 0.000000296 2165.86127 0.162 0.126 4.600  
OGLE-LMC-DSCT-0249 20.558 20.902 0.084938082 0.000000158 2165.87163 0.304 0.320 4.687  
OGLE-LMC-DSCT-0250 20.062 20.526 0.077001023 0.000000110 2165.85262 0.266 0.319 4.308  
OGLE-LMC-DSCT-0251 20.505 20.894 0.074050373 0.000000105 2166.80083 0.209 0.423 3.645  
OGLE-LMC-DSCT-0252 20.317 20.791 0.074618540 0.000000076 2166.82692 0.197 0.439 3.482  
OGLE-LMC-DSCT-0253 20.139 20.601 0.102848771 0.000000209 2165.84362 0.239 0.221 4.311  
OGLE-LMC-DSCT-0254 19.116 19.626 0.149478515 0.000000134 2166.74206 0.244 0.258 4.277  
OGLE-LMC-DSCT-0255 20.760 21.299 0.068834677 0.000000064 2166.78108 0.317 0.263 3.268  
