OGLE-LMC-ECL-00220  18.685 18.777    7.227550  3575.9815  0.277  0.073  1.866  6.025 0.8352
OGLE-LMC-ECL-00221  17.471 17.468    0.979066  3562.1291  0.174  0.050  0.491 -0.384 1.1820
OGLE-LMC-ECL-00222  18.586 19.042   11.508210  3571.4985  0.897  0.188  2.615  7.508 1.7304
OGLE-LMC-ECL-00223  19.037 19.377    3.883796  3566.4705  0.236  0.079  0.731  0.672 0.3507
OGLE-LMC-ECL-00224  19.510 21.228    4.607885  3571.2248  0.793  0.212  1.177  1.632 1.2111
OGLE-LMC-ECL-00225  19.620 20.217   10.483670  3557.2082  0.440  0.138  0.891  1.267 0.3539
OGLE-LMC-ECL-00226  18.206 18.263    4.006455  3568.8894  0.196  0.052  0.680  0.959 0.9178
OGLE-LMC-ECL-00227  17.036 18.808   10.304968  3592.4517  0.057  0.018  0.853  1.226 0.3855
OGLE-LMC-ECL-00228  19.694 20.070    3.534430  3573.2286  0.781  0.202  1.636  3.795 0.8655
OGLE-LMC-ECL-00229  19.855 20.379    2.190774  3569.1599  0.544  0.168  1.087  1.363 0.5194
OGLE-LMC-ECL-00230  18.086 18.236    1.705013  3562.9305  0.146  0.044  0.477  0.241 0.8544
OGLE-LMC-ECL-00231  18.965 20.090    7.967139  3563.6080  0.298  0.098  0.475 -0.211 0.8452
OGLE-LMC-ECL-00232  18.723 18.699    3.618824  3568.1096  0.182  0.064  1.017  2.410 0.3106
OGLE-LMC-ECL-00233  18.638 18.694    9.727180  3579.7492  0.305  0.084  1.649  3.518 0.9420
OGLE-LMC-ECL-00234  18.638 19.685  119.255143  3870.8680  0.250  0.082  0.543 -0.070 1.0028
OGLE-LMC-ECL-00235  17.930 19.008   21.982022  3559.1131  0.117  0.039  0.380 -0.171 0.7757
OGLE-LMC-ECL-00236  19.013 19.254    0.649494  3563.4317  0.361  0.101  1.111  1.390 0.5749
OGLE-LMC-ECL-00237  18.212 19.235  113.505054  3778.6630  0.135  0.045  0.336 -0.168 0.7078
OGLE-LMC-ECL-00238  19.341 19.703    7.256912  3568.8265  1.136  0.237  2.937 11.623 1.0602
OGLE-LMC-ECL-00239  13.895 14.785    0.357683  3520.5464  0.596  0.201  0.743 -0.879 0.9043
OGLE-LMC-ECL-00240  19.639 20.134    2.816569  3557.4801  0.667  0.173  1.735  4.995 0.7829
OGLE-LMC-ECL-00241  19.802 20.225    4.058590  3569.2194  0.587  0.162  1.214  2.513 0.5856
OGLE-LMC-ECL-00242  17.486 18.628   20.545326  3594.3376  0.378  0.108  1.415  1.087 1.7755
OGLE-LMC-ECL-00243  17.182 17.252    3.320040  3564.2435  0.906  0.212  2.572  6.118 1.8940
OGLE-LMC-ECL-00244  16.528 16.598    2.208787  3566.0095  0.396  0.094  2.230  4.660 1.8886
OGLE-LMC-ECL-00245  19.859 20.427    2.066907  3563.2018  0.676  0.206  0.882  0.993 0.4730
OGLE-LMC-ECL-00246  18.824 18.863    1.551325  3565.2195  0.261  0.079  1.119  1.853 0.5761
OGLE-LMC-ECL-00247  18.399 19.650    0.671972  3560.5357  0.373  0.096  1.608  3.021 1.1227
OGLE-LMC-ECL-00248  19.337 19.679    3.955008  3570.3989  1.218  0.254  3.068 11.363 1.1175
OGLE-LMC-ECL-00249  19.102 19.186    2.152431  3563.3794  0.347  0.101  1.172  1.938 0.4843
